,mode,N,p,d,sig2e,beta,re_prior,q_spatial,sig2b0_spatial,sig2b1_spatial,sig2bs_identical,thresh,experiment,exp_type,mse_X,sig2e_est,sig2b_spatial_est0,sig2b_spatial_est1,n_epochs,time
72,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,4,pca-ohe,1.305975494,,,,,36.0973103
73,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,4,vae-ignore,1.071527866,,,,200,80.97848105
74,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,4,vae-embed,1.142347192,,,,200,88.13934731
75,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,4,lmmvae,1.025415546,,0.044417195,,200,133.4618311
76,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,0,pca-ignore,1.533073977,,,,,0.471139669
77,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,0,pca-ohe,1.535523924,,,,,35.6582911
78,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,0,vae-ignore,1.135541312,,,,200,83.57866597
79,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,0,vae-embed,1.175992568,,,,200,91.10658455
80,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,0,lmmvae,1.030202898,,0.068483546,,200,135.5959318
81,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,1,pca-ignore,1.501287672,,,,,0.479772568
82,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,1,pca-ohe,1.502236658,,,,,35.86099219
83,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,1,vae-ignore,1.083561049,,,,200,83.75738978
84,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,1,vae-embed,1.15669938,,,,200,90.15089512
85,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,1,lmmvae,1.033913039,,0.043174461,,200,135.6076922
86,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,2,pca-ignore,1.515665515,,,,,0.496112347
87,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,2,pca-ohe,1.516784166,,,,,36.35356283
88,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,2,vae-ignore,1.081602523,,,,200,83.41331196
89,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,2,vae-embed,1.172177565,,,,200,90.25509262
90,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,2,lmmvae,1.029327987,,0.061139617,,200,135.6241848
91,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,3,pca-ignore,1.425669819,,,,,0.483124733
92,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,3,pca-ohe,1.426850663,,,,,36.53813291
93,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,3,vae-ignore,1.085259442,,,,200,83.79009175
94,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,3,vae-embed,1.112739865,,,,200,89.95151711
95,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,3,lmmvae,1.118109845,,0.048880402,,200,136.4006679
96,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,4,pca-ignore,1.39777821,,,,,0.479082584
97,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,4,pca-ohe,1.398628356,,,,,35.67577982
98,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,4,vae-ignore,1.037226255,,,,200,83.84769845
99,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,4,vae-embed,1.138704428,,,,200,90.25689101
100,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,4,lmmvae,1.017190301,,0.032410339,,200,135.1726177
101,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,pca-ignore,3.285930087,,,,,0.470297098
102,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,pca-ohe,3.285894511,,,,,40.10245609
103,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,vae-ignore,1.675563582,,,,200,86.09559965
104,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,vae-embed,1.647942913,,,,200,88.37104249
105,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,lmmvae,1.594046395,,1.522206306,,200,136.1035459
106,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,pca-ignore,3.362166329,,,,,0.478676796
107,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,pca-ohe,3.362122868,,,,,36.03807473
108,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,vae-ignore,1.644800483,,,,200,82.06838131
109,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,vae-embed,1.629871065,,,,200,88.60461617
110,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,lmmvae,1.54083195,,1.626775503,,200,134.4266033
111,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,pca-ignore,3.78684326,,,,,0.484096766
112,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,pca-ohe,3.786725127,,,,,36.12310958
113,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,vae-ignore,1.842757022,,,,200,82.51486993
114,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,vae-embed,1.728754788,,,,200,88.53722739
115,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,lmmvae,1.590646006,,1.692256212,,200,134.6357384
116,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,pca-ignore,3.3617646,,,,,0.485802174
117,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,pca-ohe,3.361688043,,,,,36.18117118
118,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,vae-ignore,1.768550894,,,,200,82.01230884
119,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,vae-embed,1.704756138,,,,200,88.66405773
120,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,lmmvae,1.493744359,,1.605122328,,200,134.7139502
121,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,pca-ignore,3.653158464,,,,,0.48138237
122,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,pca-ohe,3.653141366,,,,,36.13583374
123,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,vae-ignore,1.809222254,,,,200,82.46878481
124,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,vae-embed,1.734873019,,,,200,88.55563068
125,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,lmmvae,1.734742873,,2.227459908,,200,134.2888725
