,mode,N,p,d,sig2e,beta,re_prior,q0,sig2b0,sig2b1,sig2b2,rho0,rho1,sig2bs_identical,thresh,experiment,exp_type,mse_X,sig2e_est,sig2b_est0,sig2b_est1,sig2b_est2,rho_est0,rho_est1,n_epochs,time
101,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,0,pca-ignore,3.122741518,,,,,,,,0.93673563
102,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,0,vae-ignore,2.728995578,,,,,,,200,83.37755108
103,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,0,vae-embed,2.708699207,,,,,,,200,88.52922535
104,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,0,lmmvae,1.240629506,,0.648522019,0.157464013,0.062453009,,,200,193.4093049
105,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,1,pca-ignore,3.118161977,,,,,,,,0.695510149
106,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,1,vae-ignore,2.729532967,,,,,,,200,82.50291705
107,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,1,vae-embed,2.786799004,,,,,,,200,88.68911195
108,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,1,lmmvae,1.321947127,,0.659039915,0.156815812,0.062028557,,,200,193.7445285
109,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,2,pca-ignore,3.004668994,,,,,,,,0.791631222
110,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,2,vae-ignore,2.699480762,,,,,,,200,82.61867476
111,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,2,vae-embed,2.698046684,,,,,,,200,89.05880451
112,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,2,lmmvae,1.440215694,,0.654883444,0.154990882,0.055411767,,,200,193.714787
113,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,3,pca-ignore,3.047059088,,,,,,,,0.913851738
114,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,3,vae-ignore,2.80148812,,,,,,,200,83.55914474
115,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,3,vae-embed,2.739345111,,,,,,,200,88.88895321
116,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,3,lmmvae,1.310916676,,0.651946723,0.158481151,0.063814953,,,200,194.3956547
117,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,4,pca-ignore,3.029192894,,,,,,,,1.022864342
118,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,4,vae-ignore,2.691433332,,,,,,,200,82.71345973
119,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,4,vae-embed,2.676521198,,,,,,,200,88.74359488
120,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,4,lmmvae,1.307648641,,0.646933973,0.153168619,0.060619015,,,200,194.0812705
121,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,0,pca-ignore,3.507330132,,,,,,,,0.726846933
122,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,0,vae-ignore,3.360611494,,,,,,,200,80.78328872
123,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,0,vae-embed,3.390568054,,,,,,,200,86.90806961
124,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,0,lmmvae,1.370502186,,0.704695284,0.268016905,0.144890055,,,200,192.2144806
125,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,1,pca-ignore,3.548677956,,,,,,,,0.645715237
126,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,1,vae-ignore,3.389091066,,,,,,,200,82.05679631
127,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,1,vae-embed,3.368172266,,,,,,,200,87.47381806
128,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,1,lmmvae,1.373744021,,0.707248092,0.274297148,0.149352103,,,200,192.4102721
129,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,2,pca-ignore,3.553570133,,,,,,,,0.832503557
130,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,2,vae-ignore,3.376851842,,,,,,,200,80.83627415
131,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,2,vae-embed,3.379517736,,,,,,,200,87.26695776
132,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,2,lmmvae,1.369768805,,0.689419866,0.268966436,0.148151204,,,200,191.7540054
133,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,3,pca-ignore,3.635566392,,,,,,,,0.647907734
134,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,3,vae-ignore,3.444617192,,,,,,,200,81.6687336
135,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,3,vae-embed,3.374233891,,,,,,,200,86.86613035
136,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,3,lmmvae,1.459646357,,0.717026591,0.26681307,0.142809689,,,200,191.7250793
137,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,4,pca-ignore,3.578094226,,,,,,,,0.936311007
138,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,4,vae-ignore,3.353231417,,,,,,,200,80.61826539
139,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,4,vae-embed,3.427852773,,,,,,,200,87.3181479
140,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,4,lmmvae,1.353902475,,0.717070341,0.263436407,0.141964063,,,200,191.6996405
141,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,0,pca-ignore,3.64065874,,,,,,,,0.894768476
142,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,0,vae-ignore,3.383936855,,,,,,,200,83.02854729
143,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,0,vae-embed,3.354543242,,,,,,,200,88.80162883
144,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,0,lmmvae,1.440134724,,0.72259444,0.258004218,0.138836518,,,200,194.7803261
145,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,1,pca-ignore,3.688177012,,,,,,,,0.630527973
146,longitudinal,100000,100,2,1,0.001,1,1000,0.3,3,3,0.3,0.3,FALSE,0.0001,1,vae-ignore,3.356379733,,,,,,,200,82.41944098
