,mode,N,p,d,sig2e,beta,re_prior,q_spatial,sig2b0_spatial,sig2b1_spatial,sig2bs_identical,thresh,experiment,exp_type,mse_X,sig2e_est,sig2b_spatial_est0,sig2b_spatial_est1,n_epochs,time
123,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,vae-ignore,1.847115833,,,,200,86.88351035
124,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,vae-embed,2.599923725,,,,200,93.51188469
125,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,lmmvae,1.85926453,,1.956187248,,200,138.7409477
126,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,pca-ignore,3.169170586,,,,,0.493252516
127,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,pca-ohe,3.175087308,,,,,30.49901414
128,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,vae-ignore,1.742710125,,,,200,89.09529591
129,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,vae-embed,2.718557329,,,,200,96.60417128
130,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,lmmvae,1.58404507,,1.626767874,,200,139.952198
131,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,pca-ignore,3.265298298,,,,,0.468161106
132,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,pca-ohe,3.27123661,,,,,29.31800628
133,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,vae-ignore,1.682691434,,,,200,87.8720665
134,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,vae-embed,2.354803939,,,,200,94.28703976
135,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,lmmvae,1.659115796,,1.259464502,,200,142.0668025
136,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,pca-ignore,3.24027665,,,,,0.479783773
137,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,pca-ohe,3.246763966,,,,,29.26308322
138,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,vae-ignore,1.76157411,,,,200,88.05746245
139,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,vae-embed,2.136154594,,,,200,94.80880547
140,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,lmmvae,1.804178529,,2.463142157,,200,141.5415568
141,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,pca-ignore,3.540785808,,,,,0.474861145
142,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,pca-ohe,3.547551369,,,,,28.78530645
143,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,vae-ignore,1.724589684,,,,200,87.76386213
144,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,vae-embed,2.333881676,,,,200,94.81806564
145,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,lmmvae,2.001512285,,1.810495138,,200,140.6244769
146,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,pca-ignore,3.265313355,,,,,0.475146294
147,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,pca-ohe,3.271366954,,,,,29.13058901
148,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,vae-ignore,1.822429078,,,,200,89.26432562
149,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,vae-embed,2.215529024,,,,200,95.36946273
150,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,lmmvae,1.594236617,,0.896788657,,200,139.7451756
151,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,0,pca-ignore,1.848732764,,,,,0.460707903
152,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,0,pca-ohe,1.849939003,,,,,28.93391299
153,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,0,vae-ignore,1.319428062,,,,200,85.5762949
154,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,0,vae-embed,1.290811132,,,,200,92.45030165
155,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,0,lmmvae,1.128982746,,0.704907238,,200,137.0831292
156,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,1,pca-ignore,1.756937204,,,,,0.450665951
157,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,1,pca-ohe,1.758391624,,,,,29.27268744
158,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,1,vae-ignore,1.327981233,,,,200,86.01290989
159,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,1,vae-embed,1.364054079,,,,200,93.31453872
160,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,1,lmmvae,1.106912574,,0.566181898,,200,137.2736301
161,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,2,pca-ignore,1.761699532,,,,,0.456922293
162,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,2,pca-ohe,1.763787739,,,,,29.08543372
163,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,2,vae-ignore,1.372150782,,,,200,85.44554734
164,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,2,vae-embed,1.345828524,,,,200,92.02034616
165,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,2,lmmvae,1.099531277,,0.679114699,,200,137.8972647
166,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,3,pca-ignore,1.782838033,,,,,0.46228075
167,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,3,pca-ohe,1.783879482,,,,,29.31700826
168,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,3,vae-ignore,1.268582097,,,,200,85.98169851
169,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,3,vae-embed,1.322391441,,,,200,92.33995247
170,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,3,lmmvae,1.110414375,,0.670060515,,200,137.6950746
171,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,4,pca-ignore,1.80062866,,,,,0.472741365
172,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,4,pca-ohe,1.802912606,,,,,29.00761032
173,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,4,vae-ignore,1.323784669,,,,200,83.02782893
174,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,4,vae-embed,1.34624853,,,,200,88.9577477
175,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,4,lmmvae,1.094112692,,0.67088455,,200,136.5705795
176,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,0,pca-ignore,1.999759588,,,,,0.495689631
177,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,0,pca-ohe,2.006880394,,,,,29.06837559
178,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,0,vae-ignore,1.295177784,,,,200,88.79002166
179,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,0,vae-embed,1.374322624,,,,200,95.91449094
180,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,0,lmmvae,1.162953762,,0.812910855,,200,140.7848861
181,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,1,pca-ignore,1.869815775,,,,,0.483625889
182,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,1,pca-ohe,1.873101768,,,,,29.70917463
183,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,1,vae-ignore,1.259729499,,,,200,87.5919354
184,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,1,vae-embed,1.351966328,,,,200,94.30713606
185,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,1,lmmvae,1.122934741,,0.579914331,,200,139.3665283
186,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,2,pca-ignore,1.920023671,,,,,0.472520828
187,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,2,pca-ohe,1.924171152,,,,,30.00034475
188,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,2,vae-ignore,1.30579567,,,,200,87.67435431
189,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,2,vae-embed,1.380002056,,,,200,94.68316126
