d,beta,re_prior,experiment,exp_type,mse_X,sigma_b0_spatial_est,n_epoch,time,total_loss_tr,recon_loss_tr,kl_loss_tr,re_kl_loss_tr,total_loss_te,recon_loss_te,kl_loss_te,re_kl_loss_te
1,0.001,0.001,2,vae-ohe,0.01988665,,200,218.7532072,,,,,,,,
1,0.001,0.001,3,vae-ohe,0.020022782,,200,215.0657847,,,,,,,,
1,0.001,0.001,4,vae-ohe,0.019555352,,200,207.6342046,,,,,,,,
2,0.001,0.001,0,vae-ohe,0.017113285,,200,232.3093522,,,,,,,,
2,0.001,0.001,1,vae-ohe,0.019670581,,200,228.8714306,,,,,,,,
2,0.001,0.001,2,vae-ohe,0.019241357,,200,221.9804239,,,,,,,,
2,0.001,0.001,3,vae-ohe,0.019850726,,200,217.9000731,,,,,,,,
2,0.001,0.001,4,vae-ohe,0.019198987,,200,210.069479,,,,,,,,
5,0.001,0.001,0,vae-ohe,0.017362358,,200,231.8264399,,,,,,,,
5,0.001,0.001,1,vae-ohe,0.019882097,,200,232.2422073,,,,,,,,
5,0.001,0.001,2,vae-ohe,0.019210171,,200,225.4290879,,,,,,,,
5,0.001,0.001,3,vae-ohe,0.019981018,,200,221.1569066,,,,,,,,
5,0.001,0.001,4,vae-ohe,0.019245669,,200,215.2922232,,,,,,,,
