d,beta,re_prior,experiment,exp_type,mse_X,sigma_b0_spatial_est,n_epoch,time,total_loss_tr,recon_loss_tr,kl_loss_tr,re_kl_loss_tr,total_loss_te,recon_loss_te,kl_loss_te,re_kl_loss_te
1,0.001,0.1,4,vae-ohe,0.024753989,,200,245.5173564,,,,,,,,
2,0.001,0.1,0,vae-ohe,0.024204213,,200,246.130168,,,,,,,,
2,0.001,0.1,1,vae-ohe,0.025176783,,200,246.9853857,,,,,,,,
2,0.001,0.1,2,vae-ohe,0.024881666,,200,246.9680083,,,,,,,,
2,0.001,0.1,3,vae-ohe,0.024557667,,200,246.4977171,,,,,,,,
2,0.001,0.1,4,vae-ohe,0.024292255,,200,246.4625039,,,,,,,,
5,0.001,0.1,0,vae-ohe,0.024250344,,200,246.2564733,,,,,,,,
5,0.001,0.1,1,vae-ohe,0.025790266,,200,246.3577576,,,,,,,,
5,0.001,0.1,2,vae-ohe,0.02488785,,200,246.3519948,,,,,,,,
5,0.001,0.1,3,vae-ohe,0.024684055,,200,246.566067,,,,,,,,
5,0.001,0.1,4,vae-ohe,0.024667511,,200,245.1805999,,,,,,,,
